-5.000182e-007 0
-4.999182e-007 0.0332094
-4.998182e-007 0
-4.997182e-007 0
-4.996182e-007 0
-4.995182e-007 0.0332094
-4.994182e-007 0.0332094
-4.993182e-007 0
-4.992182e-007 0
-4.991182e-007 -0.0332094
-4.990182e-007 0.0332094
-4.989182e-007 0
-4.988182e-007 -0.0332094
-4.987182e-007 0
-4.986182e-007 0.0332094
-4.985182e-007 0
-4.984182e-007 0
-4.983182e-007 0.0332094
-4.982182e-007 0
-4.981182e-007 -0.0332094
-4.980182e-007 -0.0332094
-4.979182e-007 -0.0332094
-4.978182e-007 0
-4.977182e-007 0
-4.976182e-007 0
-4.975182e-007 0.0332094
-4.974182e-007 0.0332094
-4.973182e-007 0
-4.972182e-007 0
-4.971182e-007 0
-4.970182e-007 0.0332094
-4.969182e-007 0.0332094
-4.968182e-007 0
-4.967182e-007 -0.0332094
-4.966182e-007 0
-4.965182e-007 0
-4.964182e-007 -0.0332094
-4.963182e-007 -0.0332094
-4.962182e-007 0.0332094
-4.961182e-007 0
-4.960182e-007 0
-4.959182e-007 0
-4.958182e-007 0.0332094
-4.957182e-007 0
-4.956182e-007 -0.0332094
-4.955182e-007 0
-4.954182e-007 0.0332094
-4.953182e-007 0.0332094
-4.952182e-007 0
-4.951182e-007 0.0332094
-4.950182e-007 0
-4.949182e-007 0
-4.948182e-007 0
-4.947182e-007 -0.0332094
-4.946182e-007 0.0332094
-4.945182e-007 0
-4.944182e-007 0
-4.943182e-007 0.0332094
-4.942182e-007 0.0332094
-4.941182e-007 0
-4.940182e-007 -0.0332094
-4.939182e-007 0
-4.938182e-007 0.0332094
-4.937182e-007 0.0332094
-4.936182e-007 -0.0332094
-4.935182e-007 0
-4.934182e-007 0.0332094
-4.933182e-007 0
-4.932182e-007 -0.0332094
-4.931182e-007 0
-4.930182e-007 0.0332094
-4.929182e-007 0.0664187
-4.928182e-007 0
-4.927182e-007 0
-4.926182e-007 0
-4.925182e-007 0
-4.924182e-007 0
-4.923182e-007 0
-4.922182e-007 0.0332094
-4.921182e-007 0
-4.920182e-007 0
-4.919182e-007 0.0332094
-4.918182e-007 0.0332094
-4.917182e-007 -0.0332094
-4.916182e-007 0
-4.915182e-007 0.0332094
-4.914182e-007 0
-4.913182e-007 0
-4.912182e-007 -0.0332094
-4.911182e-007 0
-4.910182e-007 0
-4.909182e-007 0.0664187
-4.908182e-007 -0.0332094
-4.907182e-007 -0.0332094
-4.906182e-007 0.0332094
-4.905182e-007 0
-4.904182e-007 0
-4.903182e-007 0
-4.902182e-007 0
-4.901182e-007 0.0664187
-4.900182e-007 0
-4.899182e-007 0
-4.898182e-007 0.0664187
-4.897182e-007 0
-4.896182e-007 0
-4.895182e-007 0
-4.894182e-007 0.0332094
-4.893182e-007 0.0332094
-4.892182e-007 -0.0332094
-4.891182e-007 0
-4.890182e-007 0.0332094
-4.889182e-007 0
-4.888182e-007 0
-4.887182e-007 0
-4.886182e-007 0
-4.885182e-007 0.0332094
-4.884182e-007 0
-4.883182e-007 0
-4.882182e-007 0.0332094
-4.881182e-007 0
-4.880182e-007 0
-4.879182e-007 0
-4.878182e-007 0.0664187
-4.877182e-007 0
-4.876182e-007 0
-4.875182e-007 0
-4.874182e-007 0.0332094
-4.873182e-007 0.0332094
-4.872182e-007 -0.0332094
-4.871182e-007 0.0332094
-4.870182e-007 0.0664187
-4.869182e-007 0
-4.868182e-007 0
-4.867182e-007 0
-4.866182e-007 0
-4.865182e-007 0.0332094
-4.864182e-007 0
-4.863182e-007 -0.0332094
-4.862182e-007 0.0332094
-4.861182e-007 -0.0332094
-4.860182e-007 -0.0332094
-4.859182e-007 0
-4.858182e-007 0.0332094
-4.857182e-007 0
-4.856182e-007 0
-4.855182e-007 0.0332094
-4.854182e-007 0
-4.853182e-007 0
-4.852182e-007 -0.0664187
-4.851182e-007 0
-4.850182e-007 0
-4.849182e-007 -0.0332094
-4.848182e-007 -0.0332094
-4.847182e-007 -0.0332094
-4.846182e-007 0
-4.845182e-007 0.0332094
-4.844182e-007 0
-4.843182e-007 0
-4.842182e-007 0.0332094
-4.841182e-007 0.0332094
-4.840182e-007 0
-4.839182e-007 0
-4.838182e-007 0
-4.837182e-007 0
-4.836182e-007 0
-4.835182e-007 0
-4.834182e-007 0.0332094
-4.833182e-007 0.0332094
-4.832182e-007 0
-4.831182e-007 -0.0332094
-4.830182e-007 0
-4.829182e-007 0.0332094
-4.828182e-007 0
-4.827182e-007 0
-4.826182e-007 0.0332094
-4.825182e-007 0
-4.824182e-007 0
-4.823182e-007 -0.0332094
-4.822182e-007 0.0332094
-4.821182e-007 0
-4.820182e-007 0
-4.819182e-007 -0.0332094
-4.818182e-007 0
-4.817182e-007 0.0664187
-4.816182e-007 0
-4.815182e-007 0
-4.814182e-007 0
-4.813182e-007 0.0332094
-4.812182e-007 -0.0332094
-4.811182e-007 0
-4.810182e-007 0.0332094
-4.809182e-007 0
-4.808182e-007 -0.0332094
-4.807182e-007 0
-4.806182e-007 0
-4.805182e-007 0
-4.804182e-007 0
-4.803182e-007 0
-4.802182e-007 0.0332094
-4.801182e-007 0
-4.800182e-007 0
-4.799182e-007 -0.0332094
-4.798182e-007 0
-4.797182e-007 0
-4.796182e-007 0
-4.795182e-007 0
-4.794182e-007 0.0332094
-4.793182e-007 0
-4.792182e-007 -0.0332094
-4.791182e-007 0
-4.790182e-007 0.0332094
-4.789182e-007 0
-4.788182e-007 0
-4.787182e-007 0
-4.786182e-007 0.0332094
-4.785182e-007 0
-4.784182e-007 0.0332094
-4.783182e-007 0.0332094
-4.782182e-007 0
-4.781182e-007 0
-4.780182e-007 -0.0332094
-4.779182e-007 0
-4.778182e-007 0.0332094
-4.777182e-007 0.0332094
-4.776182e-007 0
-4.775182e-007 -0.0332094
-4.774182e-007 0
-4.773182e-007 0
-4.772182e-007 -0.0996281
-4.771182e-007 0.0332094
-4.770182e-007 0.0332094
-4.769182e-007 0.0332094
-4.768182e-007 -0.0332094
-4.767182e-007 -0.0332094
-4.766182e-007 0.0332094
-4.765182e-007 0
-4.764182e-007 0
-4.763182e-007 0.0332094
-4.762182e-007 0
-4.761182e-007 0.0332094
-4.760182e-007 0
-4.759182e-007 0.0332094
-4.758182e-007 0.0332094
-4.757182e-007 0
-4.756182e-007 0
-4.755182e-007 0.0332094
-4.754182e-007 0
-4.753182e-007 0
-4.752182e-007 -0.0332094
-4.751182e-007 0
-4.750182e-007 0.0332094
-4.749182e-007 0
-4.748182e-007 -0.0332094
-4.747182e-007 0.0332094
-4.746182e-007 0
-4.745182e-007 0
-4.744182e-007 -0.0664187
-4.743182e-007 0
-4.742182e-007 0.0664187
-4.741182e-007 0
-4.740182e-007 -0.0332094
-4.739182e-007 0
-4.738182e-007 0
-4.737182e-007 0.0332094
-4.736182e-007 0
-4.735182e-007 0
-4.734182e-007 0.0332094
-4.733182e-007 0
-4.732182e-007 0
-4.731182e-007 0
-4.730182e-007 0.0332094
-4.729182e-007 0
-4.728182e-007 0
-4.727182e-007 0.0332094
-4.726182e-007 0.0332094
-4.725182e-007 0.0332094
-4.724182e-007 0
-4.723182e-007 -0.0332094
-4.722182e-007 0
-4.721182e-007 0
-4.720182e-007 0
-4.719182e-007 0
-4.718182e-007 -0.0332094
-4.717182e-007 0
-4.716182e-007 -0.0332094
-4.715182e-007 0.0332094
-4.714182e-007 0.0332094
-4.713182e-007 0.0332094
-4.712182e-007 0
-4.711182e-007 0
-4.710182e-007 0.0332094
-4.709182e-007 0
-4.708182e-007 0
-4.707182e-007 -0.0332094
-4.706182e-007 0.0332094
-4.705182e-007 0.0332094
-4.704182e-007 0
-4.703182e-007 0
-4.702182e-007 0
-4.701182e-007 0
-4.700182e-007 0
-4.699182e-007 0
-4.698182e-007 0.0332094
-4.697182e-007 0
-4.696182e-007 0
-4.695182e-007 0
-4.694182e-007 0.0664187
-4.693182e-007 0
-4.692182e-007 0
-4.691182e-007 0.0332094
-4.690182e-007 0.0332094
-4.689182e-007 0
-4.688182e-007 0
-4.687182e-007 0
-4.686182e-007 0.0332094
-4.685182e-007 -0.0332094
-4.684182e-007 0
-4.683182e-007 0
-4.682182e-007 0
-4.681182e-007 0
-4.680182e-007 0
-4.679182e-007 0.0332094
-4.678182e-007 0
-4.677182e-007 0
-4.676182e-007 -0.0332094
-4.675182e-007 0
-4.674182e-007 0.0332094
-4.673182e-007 0
-4.672182e-007 -0.0332094
-4.671182e-007 0
-4.670182e-007 0
-4.669182e-007 0
-4.668182e-007 -0.0332094
-4.667182e-007 0
-4.666182e-007 0.0332094
-4.665182e-007 0
-4.664182e-007 0
-4.663182e-007 -0.0332094
-4.662182e-007 0.0332094
-4.661182e-007 0.0332094
-4.660182e-007 -0.0332094
-4.659182e-007 0
-4.658182e-007 0.0332094
-4.657182e-007 0
-4.656182e-007 0
-4.655182e-007 0
-4.654182e-007 0.0332094
-4.653182e-007 0
-4.652182e-007 -0.0664187
-4.651182e-007 0
